,name,address,tel,score,count_evaluation,star
818,삼맛호오떡 왕십리본점,서울특별시 성동구 행당동 298-117,02-2299-3396,20점,1,5.0
819,진고래,서울특별시 강남구 대치4동 897-22,02-566-0231,57점,5,4.3
820,바로부대찌개,서울특별시 관악구 봉천동 931-22,02-889-4574,25점,1,5.0
821,우래옥 본점,서울특별시 중구 주교동 118-1,02-2265-0151,89점,93,4.2
822,들깨이야기,서울특별시 양천구 신정동 323-9,02-2061-9911,24점,2,4.0
823,스시스캔들,서울특별시 관악구 봉천동 1626-20,02-3285-6885,34점,3,3.8
824,어시장 활어회,서울특별시 관악구 봉천동 956-3,02-875-5922,13점,평가자 없음,Nan
825,고을래제주흑돼지,서울특별시 양천구 신정동 1032-4,02-2065-8119,12점,평가자 없음,Nan
826,고등어품은시래기,서울특별시 영등포구 당산동4가 32-107,02-2636-3357,26점,1,4.0
827,포메인 왕십리민자역사점,서울특별시 성동구 행당동 168-1 왕십리민자역사 3층,02-2200-1580,39점,6,3.5
828,스타벅스 강변역점,서울특별시 광진구 구의동 589-10,02-758-8759,23점,1,4.0
829,두끼 신천점,서울특별시 송파구 잠실동 184-12 2층,02-420-0611,32점,3,4.0
830,황소집,서울시 중구 충무로3가 36-4,02-2273-0929,50점,2,4.3
831,일일향,서울특별시 성동구 하왕십리동 959-10,02-2292-9311,Nan,평가자 없음,Nan
832,윙보드게임카페,서울 성동구 행당동 19-101 3층,02-2299-2277,24점,1,5.0
833,새마을식당,서울특별시 성동구 행당동 4-34,02-2299-4239,22점,2,3.8
834,마릴린,서울특별시 강남구 역삼동 667-16,02-6261-3656,33점,1,5.0
835,생각보다맛있는집,서울특별시 관악구 봉천동 1598-18,02-877-5717,34점,3,4.1
836,스윗밸런스,서울특별시 강남구 역삼동 644-18,02-556-3222,60점,7,4.7
837,대성정육식당,서울특별시 송파구 잠실본동 210-55,02-412-2292,47점,5,4.2
838,로데오곱창,서울특별시 성동구 용답동 51-2,02-2212-0888,33점,5,4.3
839,열린지혜의맛,서울특별시 강서구 화곡동 877-15,02-2699-0586,31점,4,4.5
840,신도세기 삼성역점,서울 강남구 대치동 944-31 섬유빌딩B1,02-553-8292,48점,6,3.9
841,우리네코다리,서울특별시 양천구 신정동 321-6,02-2650-8683,12점,평가자 없음,Nan
842,베스킨라빈스 대림성모점,서울특별시 영등포구 대림동 962-4,02-841-3139,Nan,평가자 없음,Nan
843,육진정육식당,서울특별시 관악구 봉천동 924-39,02-872-3376,33점,3,4.7
844,단바쿠라멘,서울특별시 서초구 방배동 925-22,070-4100-9942,48점,9,3.4
845,화사랑화로구이,서울특별시 영등포구 문래동6가 3-1,02-2677-5775,13점,평가자 없음,Nan
846,문래돼지불백,서울특별시 동작구 신대방동 692-2,02-835-8292,14점,평가자 없음,Nan
847,이멜다분식,서울특별시 중구 산림동 207-1,02-2274-1114,48점,9,3.8
848,풍남 원조 골뱅이,서울특별시 중구 을지로3가 350,02-2265-2336,62점,13,4.1
849,대원식당,서울시 중구 산림동 107,010-8999-1985,Nan,평가자 없음,Nan
850,감성타코,서울특별시 마포구 합정동 473,02-332-8836,56점,16,3.6
851,나폴레옹제과점 양천문화회점,서울특별시 양천구 신정동 323-24,02-2655-2133,12점,평가자 없음,Nan
852,LITE LANE,서울특별시 광진구 자양동 17-1,02-2122-1233,47점,6,4.1
853,다루마,서울시 서대문구 북아현동 180-24,02-312-5932,Nan,평가자 없음,Nan
854,고기싸롱 신대방역점,서울특별시 관악구 신림동 522-3,02-838-8295,13점,1,3.0
855,대성설렁탕,서울특별시 양천구 신정동 323-24,02-2644-8333,12점,평가자 없음,Nan
856,뉴욕뉴욕,서울특별시 마포구 서교동 358-118,02-6013-6782,54점,3,4.2
857,장도뚝배기,서울특별시 성동구 하왕십리동 966-14,02-2291-8778,16점,평가자 없음,Nan
858,기리야마,서울특별시 강남구 역삼동 824-11 한라클래식 지하1층 135-934,02-567-0068,61점,12,4.1
859,생고기9292,서울특별시 마포구 아현동 613-6,02-313-9293,12점,평가자 없음,Nan
860,밥보피자,서울특별시 서초구 서초동 1545-2,02-585-0082,14점,1,3.0
861,사케바 히토리,서울특별시 관악구 봉천동 1625-4,02-875-0430,26점,1,5.0
862,옹다래 영등포점,서울특별시 영등포구 문래동3가 55-3 홈플러스영등포점 2층,02-3667-8763,32점,2,4.5
863,포로이,서울특별시 중구 중림동 498,02-313-8788,14점,1,3.0
864,통꼬집,서울특별시 양천구 신정동 323,02-2652-5605,13점,평가자 없음,Nan
865,초밥집,서울특별시 양천구 신정동 207-4,02-2652-1999,13점,평가자 없음,Nan
866,오코다리,서울시 서초구 방배동 983-41,02-3487-5559,34점,4,4.1
867,토반,서울시 서초구 서초동 1542-5,02-2643-9206,13점,평가자 없음,Nan
868,삼대할먼네,서울시 중구 신당1동 302-4,02-2233-1559,14점,평가자 없음,Nan
869,그냥삼겹살집이나할걸그랬다,서울특별시 관악구 신림동 1655-5,010-4048-1591,27점,3,3.7
870,내풀로,서울특별시 성동구 성수동2가 315-35,010-6855-7854,36점,3,4.3
871,삼육가,"서울특별시 서초구 방배동 450-16 동화빌딩 1층,2층",02-582-0102,51점,9,4.0
872,맛닭꼬,서울특별시 성동구 성수동1가 656-1057,02-498-3392,39점,3,4.3
873,삼백집 건대점,서울특별시 광진구 자양동 219-13,02-444-1991,22점,3,3.2
874,성화생라멘,서울특별시 성동구 도선동 15,02-2296-4310,34점,5,3.7
875,경원치킨,서울특별시 관악구 봉천동 1632-6,02-876-3303,25점,1,4.0
876,육통령,서울특별시 서초구 서초동 1564-13,010-3942-8592,26점,1,4.0
877,문래동돈까스,서울특별시 영등포구 문래동2가 56-1,02-2633-1007,51점,5,4.8
878,양키통닭 & Second Floor,서울특별시 영등포구 문래동2가 49-1,070-8800-0815,60점,16,4.4
879,만리성,서울특별시 서초구 서초3동 1544-10,02-587-7839,14점,1,0.0
880,트래블앤쿡 서울대점,서울특별시 관악구 봉천동 853-2 2층,02-879-1121,38점,10,2.8
881,킹콩부대찌개 구로디지털점,서울특별시 관악구 신림동 1654-15,02-866-5946,31점,4,3.9
882,유명한감자탕,서울특별시 광진구 구의동 212-29,02-453-6369,32점,2,4.0
883,목포산꽃게,서울특별시 성동구 마장동 767-41,02-2292-1270,58점,8,3.4
884,김봉남 포장마차 역삼1호점,서울특별시 강남구 역삼동 661-34,02-569-9292,33점,2,4.4
885,미성옥,서울특별시 중구 명동1가 54-5,02-776-8929,65점,11,4.3
886,봉골레,서울특별시 관악구 봉천동 1673-28,02-3285-6587,25점,1,5.0
887,보사노바,서울특별시 영등포구 문래동3가 82-13,02-2633-0038,51점,4,3.7
888,등나무집,서울시 동작구 신대방동 687-14,02-843-8989,51점,4,4.0
889,스윗밸런스,서울특별시 관악구 봉천동 1620-27,02-883-3225,51점,13,3.4
890,화덕통삼겹살돌판구이,서울특별시 관악구 조원동 519-2,02-859-1333,12점,평가자 없음,Nan
891,방콕포차,서울특별시 송파구 신천동 11-4,02-3431-8590,Nan,평가자 없음,Nan
892,이남장,서울특별시 서초구 서초동 1715-1,02-592-0268,25점,3,2.9
893,갈비명가,서울특별시 구로구 구로동 98-1,02-853-7002,15점,1,0.0
894,쏘마이피자,서울특별시 성동구 성수동1가 668-105,070-8749-3324,61점,13,4.0
895,오장동 함흥냉면,서울특별시 중구 오장동 90-10,02-2267-9500,61점,8,3.8
896,바니스 테이블,서울시 영등포구 당산동4가 32-2 로얄프라자 1층 101호,070-8244-3003,27점,4,3.6
897,푸른햇살,서울특별시 성동구 행당동 19-9,02-2298-3394,21점,1,4.0
898,훈이네해장국,서울특별시 관악구 봉천동 944-2,02-888-2047,13점,평가자 없음,Nan
899,라밥,서울특별시 관악구 봉천동 1660-5,02-889-6632,25점,3,3.8
900,성원식품,서울시 중구 인현동2가 92-10,02-2285-3865,26점,2,5.0
901,월화고기 문래본점,서울특별시 영등포구 문래동3가 55-5,02-2671-7592,51점,8,4.6
902,한촌설렁탕,서울특별시 송파구 잠실본동 193-2,02-413-3131,21점,2,4.0
903,밀본,서울특별시 성동구 성수동2가 300-80,02-499-9801,62점,10,4.2
904,무한리필 짱소,서울특별시 동대문구 신설동 117-5,010-3039-1266,13점,평가자 없음,Nan
905,항방양육관 교대점,서울특별시 서초구 서초동 1565-23 상원빌딩,02-582-5377,44점,4,5.0
906,심마니,서울시 광진구 화양동 8-38,02-469-1113,51점,7,3.8
907,우마쿠라,서울시 강남구 삼성동 142-18,02-508-1242,50점,2,4.6
908,마츠리,서울특별시 영등포구 문래동4가 9-9,02-2671-8295,29점,1,5.0
909,매화반점,서울특별시 광진구 자양동 4-11,02-462-1939,67점,35,3.2
910,초밥식당 호시절,서울특별시 송파구 잠실동 188-12,02-413-0503,32점,5,3.7
911,신사소곱창,서울특별시 광진구 화양동 10-8,02-2205-0103,55점,8,3.1
912,보보차이나,서울특별시 중구 신당동 120-11,02-2233-2922,14점,1,3.0
913,레인트리,서울시 서대문구 대현동 53-15 2F,02-6406-2172,22점,1,4.0
914,춘하추우동,서울특별시 성동구 성수동2가 302-13,010-3621-5145,51점,6,4.8
915,전주옥,서울특별시 중구 수표동 56-4,02-2279-1710,52점,5,3.6
916,희전 본점,서울시 관악구 서원동 75-6,02-889-2988,32점,3,4.4
917,비아메렝게,서울특별시 서대문구 창천동 45-9,02-363-3812,51점,7,4.7
918,콩심,서울특별시 양천구 신정동 971-15,02-2601-3788,12점,평가자 없음,Nan
919,금동화로숯불구이,서울특별시 중구 인현동2가 190-1,02-2264-3002,Nan,평가자 없음,Nan
920,북촌손만두 까치산역점,서울특별시 강서구 화곡동 340-51,02-2603-1999,30점,3,3.6
921,만포집,서울특별시 중구 예관동 52-7,02-2267-3934,15점,1,3.0
922,나이쏘이 동대문DDP점,서울특별시 중구 을지로7가 2-1 동대문DDP 디자인장터 지하2층,02-2252-1988,22점,7,3.1
923,라도맨션,서울특별시 구로구 구로동 41-13,02-3667-1001,37점,3,4.3
924,4F카페,서울특별시 중구 방산동 109-2,02-2276-1092,36점,4,3.8
925,원조남원추어탕,서울특별시 광진구 화양동 42-16,02-498-8649,50점,3,4.2
926,칠성포차,서울특별시 성동구 행당동 4-20,02-3395-8898,14점,1,5.0
927,어부사시가,서울특별시 관악구 신림동 1640-30,02-875-0097,29점,1,5.0
928,이오로 비스트로,서울 성동구 성수동2가 314-7 1층,02-498-0702,41점,5,4.6
929,청담육회,서울특별시 강남구 역삼동 741-8,02-508-7666,32점,2,4.0
930,부탄츄,서울특별시 마포구 서교동 330-19,02-3144-3304,64점,27,3.3
931,바삭하게,서울특별시 영등포구 양평동4가 85-1,02-6369-6789,31점,3,4.5
932,매드포갈릭 사당점,서울특별시 서초구 방배동 444-3,02-3472-8411,53점,11,3.6
933,기호네곱창,서울특별시 중구 황학동 285,02-2237-1567,25점,3,5.0
934,야채를담다,서울특별시 서대문구 대현동 60-11,010-5910-4008,26점,2,5.0
935,쥬씨,서울특별시 영등포구 당산동3가 295-2,정보없음,26점,2,4.0
936,형제정육식당,서울특별시 중구 신당동 52-13,02-2235-9902,14점,평가자 없음,Nan
937,새벽집,서울특별시 구로구 신도림동 337,02-2633-0202,14점,평가자 없음,Nan
938,콜롬비아 스페셜티 커피,서울특별시 구로구 신도림동 337 신도림 푸르지오 상가,02-3439-8807,27점,1,4.0
939,후안타이,서울특별시 관악구 봉천동 871-66,02-3285-1116,31점,2,5.0
940,윤달오리전문점,서울특별시 영등포구 영등포동6가 95-7,02-2633-5292,41점,2,4.3
941,쿠키아미,서울특별시 송파구 신천동 7,02-419-7911,Nan,평가자 없음,Nan
942,마실,서울특별시 양천구 신정동 323-17,02-2649-1800,13점,1,3.0
943,매일더맥주 강변점,서울특별시 광진구 구의3동 214-6,02-456-4400,21점,1,4.0
944,창고43 강남점,서울특별시 강남구 역삼동 826-20 지하1층,02-508-0043,67점,19,4.1
945,이디야커피 대림3동점,서울특별시 영등포구 대림동 688-2,02-833-0088,13점,1,3.0
946,깔리,서울특별시 서초구 방배동 443-4,02-581-2855,38점,2,4.4
947,아향부천인백미,서울특별시 영등포구 대림동 1051-84,02-842-2332,17점,2,3.4
948,마라향,서울특별시 강남구 대치동 894,010-8529-5088,36점,3,4.6
949,일일향 2호점,서울특별시 강남구 논현동 206-5,02-512-9182,63점,13,3.9
950,서여사네,서울특별시 영등포구 문래동2가 14-47,02-2633-8092,46점,1,5.0
951,건대커피랩,서울특별시 광진구 화양동 7-11 2층,02-497-7725,47점,5,4.3
952,로니로티,서울특별시 광진구 화양동 7-44,02-498-7999,74점,41,3.7
953,바류식당,서울특별시 마포구 서교동 355-3,02-322-8615,52점,6,4.4
954,타이펑,서울특별시 관악구 행운동 20-20,02-875-2082,50점,6,3.7
955,배스킨라빈스,서울특별시 구로구 신도림동 337,070-8864-3131,Nan,평가자 없음,Nan
956,커피마켓어스,서울특별시 광진구 자양동 769-12,070-7893-9666,23점,1,4.0
957,본도시락,서울특별시 영등포구 문래동6가 23,02-2257-8287,12점,평가자 없음,Nan
958,365coffee,서울시 영등포구 문래동6가 19,02-2635-3653,35점,2,5.0
959,돼지대학교,서울특별시 마포구 합정동 413-26,02-338-8292,45점,2,4.6
960,동대문엽기떡볶이,서울특별시 성동구 행당동 19-112,02-6053-8592,19점,1,4.0
961,두끼 이대점,서울특별시 서대문구 대현동 27-7,02-365-2771,29점,4,3.7
962,빠레뜨 한남 석촌호수점,서울특별시 송파구 송파동 57-11 1층,02-6407-3417,54점,12,4.3
963,동서울영계백숙,서울특별시 광진구 구의3동 198-3,02-452-5853,22점,1,4.0
964,중국성,서울특별시 동대문구 용두동 39-978,050-7982-5601,Nan,평가자 없음,Nan
965,블랙티드 이대점,서울특별시 서대문구 대현동 54-1,010-2019-9414,22점,1,5.0
966,참숯골,서울시 중구 무교동 19 2F (체육회관빌딩 2층),02-774-2100,56점,9,4.7
967,장수보쌈,서울시 중구 방산동 84-1,02-2272-2971,54점,9,3.6
968,메를로,서울특별시 서초구 서초동 1678-4,02-587-1237,27점,평가자 없음,Nan
969,착한초두부,서울시 관악구 신림8동 519-14,02-867-1129,Nan,평가자 없음,Nan
970,엉터리생고기,서울특별시 서초구 서초4동 1696-13,02-596-8009,30점,1,5.0
971,홍춘천 치즈 닭갈비 광진구청점,서울특별시 광진구 구의동 246-31 2층,02-446-3001,20점,1,4.0
972,아씨펍 크래프트,서울특별시 구로구 구로5동 26,010-9265-4476,27점,1,5.0
973,제주상회,서울특별시 관악구 봉천동 1625-2,02-883-7083,47점,11,3.9
974,파고,서울특별시 관악구 봉천동 1671-35 신화로즈빌 1층 105호,010-4125-2249,42점,4,4.5
975,가야촌유황오리,서울특별시 관악구 은천동 911-34,02-886-5292,26점,1,5.0
976,인투더크림,서울특별시 광진구 구의동 610,070-7799-2204,22점,1,4.0
977,신토불이 소머리국밥,서울시 영등포구 문래동2가 20-8,02-2676-8639,24점,1,5.0
978,구룡포,서울특별시 강남구 대치동 901-64,02-554-8939,60점,5,4.4
979,빵낀과,서울시 서대문구 대현동 56-125,02-364-8002,39점,4,3.9
980,더쉘,서울특별시 광진구 구의1동 243-76,02-454-7657,16점,2,0.0
981,미자네,서울특별시 관악구 신림동 1640-31,010-5398-6772,37점,3,4.8
982,티테리아,서울특별시 송파구 신천동 7-14,02-422-8885,12점,평가자 없음,Nan
983,하얼빈가정식,서울특별시 강남구 삼성동 140-38,02-6952-8628,31점,3,3.7
984,피쉬앤그릴,서울특별시 관악구 신림동 519-3,02-859-3926,12점,평가자 없음,Nan
985,크래버대게나라 서초점,서울특별시 서초구 서초동 1582-16,02-525-9779,31점,10,3.5
986,몰토베네,서울특별시 마포구 합정동 361-20,02-6407-5678,53점,8,4.8
987,요거프레소,서울특별시 구로구 신도림동 337,02-3439-7788,23점,4,3.5
988,푸른목장 정육식당,서울특별시 서초구 방배3동 983-11,02-523-0054,13점,1,4.0
989,서초역포마이,서울특별시 서초구 서초동 1542-5,02-3471-4546,13점,평가자 없음,Nan
990,로향양꼬치,서울시 관악구 낙성대동 1601-10,02-885-5918,46점,6,4.4
991,욥,서울시 영등포구 당산동5가 11-34 삼성타운 1층 126호,02-2675-1232,42점,3,4.5
992,루이스의사물들,서울특별시 중구 주교동 148-1,02-2274-4854,34점,2,4.4
993,로드쉐프프라이,서울특별시 영등포구 문래동3가 77-13,02-2068-2262,34점,2,4.5
994,아이노테이블,서울특별시 마포구 합정동 364-38,02-336-0118,53점,5,4.5
995,을지반점,서울특별시 중구 주교동 18-4,02-2265-1040,13점,평가자 없음,Nan
996,호랑이,서울특별시 중구 산림동 207-2,02-2269-5880,72점,26,4.6
997,산들해,서울특별시 양천구 신정동 321-6,02-2647-3457,36점,3,5.0
998,삼백돈 돈가츠,서울특별시 관악구 봉천동 1610-27,02-872-6443,60점,16,3.9
999,돈슐랭,서울특별시 성동구 행당동 317-190,02-2294-6660,29점,3,4.0
1000,등심팩토리,서울특별시 강남구 삼성동 153-51,02-558-1005,54점,3,4.5
1001,오감만족,서울특별시 영등포구 문래동 96-4,02-2632-6692,25점,1,4.0
